car_park_no,address,x_coord,y_coord,car_park_type,type_of_parking_system,short_term_parking,free_parking,night_parking,lat,lon,lat_rad,lon_rad
KB3,BLK 64/65/67 KALLANG BAHRU,32043.8984,33676,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,1.320821794,103.8696551,0.023052689,1.812867474
KB4,BLK 72/93/97 GEYLANG BAHRU,32158.2889,33930.5369,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.323123709,103.870683,0.023092865,1.812885415
KB6,BLK 74/92 GEYLANG BAHRU,32530.8352,33607.979,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.320206571,103.8740305,0.023041951,1.81294384
KB7,BLK 69 GEYLANG BAHRU,32135.5156,33759.7891,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.321579537,103.8704784,0.023065914,1.812881844
KEM1,BLK 671 KLANG LANE,30136.2998,32358.8836,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,1.308910508,103.8525143,0.022844798,1.812568311
KE1,BLK 101/121 BEDOK RESERVOIR ROAD,36412.1149,34662.9517,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.329746497,103.9089061,0.023208455,1.813552534
KE2,BLK 122/126 BEDOK RESERVOIR ROAD,36595.65,34969.9073,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,1.332522427,103.9105553,0.023256904,1.813581318
KE3,"BLK 127/135, 141/151 BEDOK RESERVOIR ROAD",36751.9219,35120.6016,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.333885201,103.9119596,0.023280689,1.813605827
KE4,BLK 136/140 BEDOK RESERVOIR ROAD,36895.1004,35095.7928,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,1.333660798,103.9132461,0.023276772,1.813628281
KJML,BLK 14A FARRER PARK ROAD,30035.265,32724.2432,SURFACE CAR PARK,ELECTRONIC PARKING,NO,NO,NO,1.312214682,103.8516064,0.022902467,1.812552465
KJM1,BLK 37A CAMBRIDGE ROAD,29731.4078,33147.2005,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.316039759,103.8488762,0.022969227,1.812504814
KJM2,BLK 14A FARRER PARK RD,30084.3192,32664.3631,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,1.311673147,103.8520472,0.022893015,1.812560159
KJ1,BLK 9/10 GLOUCESTER ROAD,30083.6504,32880.4805,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,1.313627627,103.8520412,0.022927127,1.812560054
KJ2,BLK 49/50 DORSET ROAD,29932.1543,32838.1094,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,1.31324445,103.8506799,0.02292044,1.812536295
KJ3,BLK 48/48A DURHAM ROAD,29848.7578,32968.1406,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.314420405,103.8499306,0.022940964,1.812523217
KJ4,BLK 51/54 KENT ROAD,30020.0977,33207.0158,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.316580687,103.8514702,0.022978668,1.812550088
KLM,BLK 31 KELANTAN LANE MSCP,30617.0053,32054.4404,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.306157207,103.8568336,0.022796744,1.812643697
KM1,BLK 56A CASSIA CRESCENT,33634.3718,32491.1189,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.310105951,103.8839461,0.022865662,1.813116899
KM2,BLK 93A JALAN DUA,34056.2683,32342.8113,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,1.308764636,103.8877371,0.022842252,1.813183065
KM3,BLK 11A PINE CLOSE,33523.1191,32313.2942,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.308497795,103.8829465,0.022837595,1.813099453
KM4,BLK 49A JALAN TIGA,33792.0373,32312.0363,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,1.30848637,103.8853628,0.022837395,1.813141625
KTM,BLK 125A KIM TIAN ROAD,27480.5391,29500.8137,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,1.28306332,103.828651,0.022393679,1.812151818
KTM2,BLK 120B KIM TIAN PLACE,27349.7876,29542.5114,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.283440415,103.8274762,0.022400261,1.812131314
KTM3,BLK 131A KIM TIAN ROAD,27480.2057,29232.1227,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.280633384,103.828648,0.022351269,1.812151765
KTM4,BLK 119A KIM TIAN ROAD,27329.8822,29325.2282,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.281475391,103.8272973,0.022365965,1.812128191
KTM5,BLK 126 KIM TIAN ROAD,27570.7265,29441.0716,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,1.282523038,103.8294614,0.02238425,1.812165962
KTM6,BLK 127 KIM TIAN ROAD,27546.4706,29366.694,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,1.281850395,103.8292434,0.02237251,1.812162157
KU1,BLK 301/305-306/311-318 UBI AVENUE 1,35764.1553,34631.3714,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.32946107,103.9030838,0.023203473,1.813450915
KU2,BLK 319-330 UBI AVENUE 1,35911.9062,34428.5273,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.327626591,103.9044114,0.023171455,1.813474086
KU3,BLK 331-341 UBI AVENUE 1,35682.0244,34289.0025,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,1.326364844,103.9023457,0.023149434,1.813438033
KU4,BLK 342-352 UBI AVENUE 1,35423.4706,34195.7901,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,1.325521933,103.9000225,0.023134722,1.813397486
KU5,"BLK 3004-3007,3014,3015 UBI ROAD 1",34838.3955,34808.4165,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,1.331062417,103.8947654,0.023231422,1.813305732
KU6,BLKS 3016-3019 UBI ROAD 1,34515.3594,34544.3047,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,NO,1.328673967,103.8918627,0.023189735,1.81325507
KU7,BLKS 3020-3021 UBI AVENUE 2,34771.3906,34510.7852,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,NO,1.328370774,103.8941632,0.023184444,1.813295221
KU8,BLK 3024-3027 UBI AVENUE 2,34883.5078,34444.75,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,NO,1.327773553,103.8951707,0.02317402,1.813312806
KU9,"BLK 302,304 UBI AVENUE 1",35539.042,34674.6058,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.329852121,103.9010611,0.023210298,1.813415613
K10,"BLK 28,30,32,34,36 CASSIA CRESCENT",33686.7144,32414.074,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,1.309409178,103.8844165,0.022853501,1.813125109
K15,"BLK 2,12,18,26,28,32 DAKOTA CRESCENT",33633.2227,31976.1797,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,NO,YES,1.305449046,103.8839357,0.022784384,1.813116718
K16,"BLK 4,6 DAKOTA CRESCENT",33627.4883,32048.0703,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,NO,YES,1.306099197,103.8838842,0.022795731,1.813115819
K17,"BLK 13,14,20,21,22.30 OLD AIRPORT ROAD",33703.2227,32146.1777,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,NO,YES,1.306986428,103.8845647,0.022811216,1.813127696
K18,"BLK 16,24 DAKOTA CRESCENT",33774.3516,32067.3477,SURFACE CAR PARK,COUPON PARKING,7AM-7PM,NO,NO,1.306273507,103.8852038,0.022798774,1.81313885
K19,BLK 62 DAKOTA CRESCENT,34230.6149,32242.3548,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,1.307856113,103.8893036,0.022826395,1.813210405
K2,"BLK 9,10,12 PINE CLOSE",33456.8846,32339.0013,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,1.308730292,103.8823513,0.022841653,1.813089065
K2T,BLK 21 JALAN EMPAT,33589.582,32206.4841,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,1.307531835,103.8835436,0.022820736,1.813109874
K21,BLK 58 DAKOTA CRESCENT,34152.4219,32154.25,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,NO,NO,1.307059344,103.888601,0.022812489,1.813198143
K22,BLK 60 DAKOTA CRESCENT,34127.5,32207.5039,SURFACE CAR PARK,COUPON PARKING,NO,NO,NO,1.307540956,103.8883771,0.022820895,1.813194235
K23,BLK 10 DAKOTA CRESCENT,33665.043,32073.2656,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,NO,YES,1.306327047,103.8842217,0.022799708,1.81312171
K28,JALAN SATU,33977.957,32410.4922,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,NO,YES,1.309376731,103.8870334,0.022852935,1.813170783
K3T,BLK 17 JALAN EMPAT,33624.4511,32211.1481,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,1.307574008,103.8838569,0.022821472,1.813115343
K52,52 CASSIA CRESCENT,33694.1551,32540.0642,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,NO,YES,1.310548582,103.8844833,0.022873388,1.813126275
K7,BLK 51 OLD AIRPORT ROAD,33864.8318,32356.4852,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,1.308888334,103.8860169,0.022844411,1.813153042
K9,BLK 42 CASSIA CRESCENT,33891.3203,32539.3633,SURFACE CAR PARK,COUPON PARKING,7AM-7PM,NO,NO,1.310542206,103.886255,0.022873276,1.813157197
LBM,BLK 64 LENGKOK BAHRU,25986.7182,30189.4275,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.289290812,103.8152284,0.02250237,1.811917549
LT1,"BLK 110,113-116 LENGKONG TIGA",36709.2266,33920.3125,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,1.323030285,103.9115756,0.023091235,1.813599125
LT2,BLK 111-112 LENGKONG TIGA,36631.1094,34016.6914,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,1.323901919,103.9108737,0.023106447,1.813586875
LT3,BLK 101-109 LENGKONG TIGA,36588.6943,34141.3917,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,1.32502967,103.9104926,0.02312613,1.813580223
L1,BLK 415-420 LOR LEW LIAN,32678.1348,36847.0548,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,1.349499456,103.8753546,0.023553209,1.812966949
MLM,BLK 157A MEI LING STREET,24676.3894,30639.2696,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.293358894,103.8034545,0.022573371,1.811712056
MLM1,BLK 161A MEI LING ST,24684.8066,30491.8693,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.292025865,103.8035302,0.022550105,1.811713377
MM1,BLK 28A BALAM ROAD,33981.2699,34740.5471,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,1.330448814,103.8870636,0.023220712,1.81317131
MM2,BLK 52A PIPIT ROAD,33873.4028,34064.3335,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.32433343,103.8860942,0.023113979,1.813154391
MM3,BLK 66A CIRCUIT ROAD,34087.5573,34277.3707,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.326260011,103.8880186,0.023147604,1.813187978
MM4,BLK 31A CIRCUIT ROAD,33805.7605,34616.0975,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.329323376,103.8854866,0.02320107,1.813143786
MM5,BLK 17 17 CIRCUIT ROAD,34149.4724,34667.1985,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.329785445,103.888575,0.023209134,1.813197689
MNM,BLK 113 MCNAIR ROAD,30953.0689,33697.0791,MULTI-STOREY CAR PARK,COUPON PARKING,WHOLE DAY,NO,YES,1.32101255,103.8598535,0.023056018,1.812696404
MNRM,BLK 108A MCNAIR ROAD,30903.5733,33640.3678,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.32049968,103.8594087,0.023047067,1.812688641
MN1,BLKS 108/112 MCNAIR ROAD,30880.3705,33808.8344,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.322023227,103.8592002,0.023073658,1.812685002
MN2,BLKS 119/124 MCNAIR ROAD,30565.2223,33368.7671,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.318043461,103.8563684,0.023004198,1.812635578
MP1,BLK 1 TO 4 MARINE TERRACE,37371.0903,31905.8597,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,1.304812195,103.9175222,0.022773269,1.813702913
MP1M,BLK 65A MARINE DRIVE,36535.065,31688.7635,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,1.302849106,103.91001,0.022739007,1.8135718
MP12,BLK 72 TO 76 MARINE DRIVE,36272.3984,31724.8516,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,1.303175543,103.9076499,0.022744704,1.813530609
MP13,BLK 78 & 79 MARINE DRIVE,36406.0703,31559.5098,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,1.301680223,103.9088509,0.022718606,1.81355157
MP14,BLK 81/82 MARINE PARADE ROAD,36194.5872,31654.4656,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,1.302539021,103.9069507,0.022733595,1.813518405
MP15,BLK 83/87 MARINE PARADE ROAD,36086.4038,31669.644,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,1.302676317,103.9059786,0.022735991,1.813501439
MP16,BLK 84 TO 86 MARINE PARADE ROAD,36158.5535,31592.0346,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,1.30197443,103.9066269,0.022723741,1.813512754
MP17,BLK 51/59 MARINE TERRACE,37078.7559,32050.6377,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.306121596,103.9148955,0.022796122,1.813657068
MP19,BLK 89 MARINE PARADE CTRL,36127.5825,31518.0901,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,1.301305714,103.9063486,0.022712069,1.813507897
MP2,BLK 5 TO 8 MARINE TERRACE,37274.8789,31840.2031,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.304218452,103.9166577,0.022762906,1.813687825
MP2M,BLK 35A MARINE CRESCENT,36854.4147,31775.1611,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,1.303630361,103.9128796,0.022752642,1.813621884
MP3M,BLK 12A MARINE TERRACE,37128.3266,31854.8695,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.304351133,103.9153408,0.022765222,1.81366484
MP4M,BLK 16A MARINE TERRACE,37001.0531,31814.983,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.303990452,103.9141972,0.022758927,1.813644881
MP5,BLK 52/57 MARINE TERRACE,37220.0664,32048.6387,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,1.306103476,103.9161652,0.022795806,1.813679229
MP5M,BLK 47A MARINE CRESCENT,36809.7582,31975.4666,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,1.305441856,103.9124784,0.022784259,1.813614882
MP5S,BLK 45 MARINE CRESCENT,36819.8751,31889.6622,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,1.304665873,103.9125692,0.022770715,1.813616467
MP6,BLK 50/50A/53 MARINE TERRACE,37244.1328,31980.8496,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.305490411,103.9163814,0.022785106,1.813683002
MP6M,BLK 77A MARINE DRIVE,36343.2232,31627.1688,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,1.30229212,103.9082862,0.022729285,1.813541714
MP6S,BLK 77 MARINE DRIVE,36348.9991,31605.5773,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,1.302096854,103.9083381,0.022725877,1.81354262
MP7,BLK 54/55/56/58/59 MARINE TERRACE,37055.7578,31990.209,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,1.30557511,103.9146888,0.022786584,1.813653461
MR3,BLK 1/2 MAUDE ROAD,30868.3965,32223.6387,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,1.307687347,103.8590925,0.02282345,1.812683122
MR4,BLK 7 KING GEORGE AVENUE,30966.4004,32248.0234,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,1.307907863,103.8599731,0.022827299,1.812698492
MR5,"BLK 804/805, 809 MAUDE ROAD",31057.5078,32272.4844,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,1.30812907,103.8607918,0.022831159,1.812712781
MR6,BLK 8 FRENCH ROAD,31029.1022,32165.4648,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,1.30716123,103.8605365,0.022814267,1.812708325
MR7,BLK 801/802 FRENCH ROAD,31008.6543,32203.5723,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,1.307505861,103.8603528,0.022820282,1.812705119
M1,BLK 85 TO 94/92A PIPIT ROAD,33911.4824,33924.4674,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.32306853,103.8864364,0.023091902,1.813160363
M16,BLK 37 CIRCUIT ROAD,33937.7242,34516.7499,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.32842489,103.8866723,0.023185388,1.813164481
M20,BLK 65 & 80 CIRCUIT RD,34003.7503,34423.7894,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,1.32758418,103.8872656,0.023170715,1.813174836
M25,BLK 53 TO 56/68/70/71/72 PIPIT RD/CIRCUIT RD,34105.2715,34051.7061,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,1.324219188,103.8881777,0.023111985,1.813190755
M28,BLK 82A/83 MACPHERSON LANE,33769.1354,34814.6793,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.331119277,103.8851575,0.023232414,1.813138042
M29,BLK 12 TO 14 MERPATI RD,33423.9102,34401.875,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.327386104,103.8820554,0.023167258,1.8130839
M3,BLK 19 TO 21/23/24/30/32 BALAM RD,33830.3378,34765.5068,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,1.330674569,103.8857074,0.023224653,1.81314764
M32,BLK 120 TO 124 PAYA LEBAR WAY,33506.0078,33840.2109,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.322306623,103.882793,0.023078604,1.813096774
M33,BLK 125 TO 126 ALJUNIED ROAD,33436.9727,33943.3672,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.32323954,103.8821727,0.023094887,1.813085948
M34,BLK 81/82 MACPHERSON LANE,33822.8767,34967.5382,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.332501661,103.8856404,0.023256541,1.813146471
M35,BLK 41 TO 42 CIRCUIT ROAD,33853.4512,34389.6627,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-7PM,NO,NO,1.327275581,103.885915,0.023165329,1.813151263
M36,BLK 43 CIRCUIT ROAD,33802.3661,34325.7124,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-7PM,NO,NO,1.32669725,103.885456,0.023155235,1.813143252
M37,BLK 38 TO 40 CIRCUIT ROAD,33818.9546,34433.4006,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-7PM,NO,NO,1.327671136,103.8856051,0.023172233,1.813145854
M38,BLK 63 TO 64 CIRCUIT ROAD,34027.245,34375.424,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,1.327146778,103.8874767,0.023163081,1.81317852
M4,BLK 22/34/36 CIRCUIT RD,34047.6106,34582.1714,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.329016515,103.8876597,0.023195714,1.813181714
NBRM,BLK 13 NORTH BRIDGE ROAD MSCP,31304.4327,31815.6323,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.303997455,103.8630104,0.022759049,1.812751503
PDC4,BLK 475 CHOA CHU KANG AVE 3,17475.2563,39985.5474,SURFACE/MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,1.377881205,103.7387461,0.024048564,1.810582681
PDC5,BLK 533A CHOA CHU KANG ST 51,17989.9222,41499.0296,SURFACE/MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,1.391568695,103.7433702,0.024287455,1.810663387
PDJ3,BLK 399 YUNG SHENG RD,15435.0187,35211.8516,BASEMENT CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,1.334709085,103.7204151,0.023295068,1.810262745
PDJ7,BLK 762A JURONG WEST ST 75,12930.5286,36787.2543,SURFACE/MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,1.348955217,103.6979101,0.02354371,1.809869959
PDL1,BLK 168 PUNGGOL FIELD,36861.9823,41783.2542,BASEMENT CAR PARK,ELECTRONIC PARKING,NO,NO,NO,1.394139479,103.9129505,0.024332324,1.813623122
PDP4,BLK 446A FAJAR ROAD,21106.05,40635.5878,SURFACE/MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,1.383760985,103.7713712,0.024151185,1.811152097
PDP5,BLK 524A JELAPANG ROAD,20527.1095,40820.3843,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,1.385432067,103.766169,0.024180351,1.811061301
PDQ5,BLK 57 DAWSON RD,25514.1791,30563.4425,SURFACE/MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,1.292673222,103.8109824,0.022561404,1.811843443
PDR2,BLK 258 PASIR RIS ST 21,42606.797,38766.0493,SURFACE/MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,1.366850833,103.9645707,0.023856047,1.814524064
PDR6,BLK 624A ELIAS RD,40065.8952,39988.2066,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,1.377904661,103.9417394,0.024048973,1.814125583
PDR7,BLK 734 PASIR RIS ST 72,39453.4352,40190.3477,SURFACE/MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,1.379732987,103.9362361,0.024080883,1.814029532
PDS1,BLK 118 RIVERVALE DR,35624.873,40823.859,SURFACE/MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,1.385463452,103.9018339,0.024180899,1.8134291
PDT8,BLK 866A TAMPINES ST 83,39264.2931,37504.404,BASEMENT CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,1.355442497,103.9345355,0.023656934,1.813999851
PDW5,BLK 548 WOODLANDS DR 44,23640.69,45832.6288,SURFACE/MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,1.430761409,103.7941461,0.024971497,1.811549594
PDW7,BLK 768 WOODLANDS AVE 6,24076.3392,47457.4236,SURFACE/MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,1.445455456,103.7980606,0.025227957,1.811617915
PDW8,BLK 888A WOODLANDS DR 50,23745.8355,46644.2783,SURFACE/MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,1.438101653,103.7950908,0.025099609,1.811566082
PD8W,BLK 883A WOODLANDS ST 82,23295.7544,47198.0451,SURFACE/MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,1.443109622,103.7910463,0.025187014,1.811495492
PLB1,BLK 440 PASIR RIS DRIVE 4,41971.3984,39012.3008,SURFACE CAR PARK,COUPON PARKING,NO,NO,NO,1.369078135,103.9588613,0.023894921,1.814424416
PL10,BLK 174 PUNGGOL FIELD,36567.6957,42059.8507,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.396640993,103.9103062,0.024375984,1.81357697
